seed,opponent,architecture,final_money,opponent_final_money,margin,win,total_purchase_spend,spend_hires,spend_seeds,spend_wheat,spend_animals,spend_land,spend_fertilizer,average_cash,minimum_cash,cash_day_5,cash_day_9,cash_day_11,cash_day_13,cash_day_20,cash_day_28,capital_efficiency,land_purchases,ne_unlock_day,sw_unlock_day,animal_purchases,seed_purchases,critical_wheat_purchases,feed_failures,shed_overflow_events,endgame_unsold_inventory,turns_with_slot_pressure,diverged_turns,changed_selection_turns,execution_reorder_only_turns,p0_inversions,suppressed_candidates_total
105,random,historical_candidates_central,67515.0,0.0,67515.0,1,83988.0,75450.0,1347.0,4591.0,600.0,2000.0,0.0,22985.14,303.0,947.0,516.0,3081.0,19025.0,29844.0,59781.0,0.8039,1,6,,2,140,134,0,1,0,6,6,2,4,0,64
105,random,historical_stack,67703.0,0.0,67703.0,1,83834.0,75450.0,1387.0,4397.0,600.0,2000.0,0.0,22786.25,303.0,947.0,580.0,3277.0,17489.0,29998.0,60859.0,0.8076,1,6,,2,151,132,0,1,0,0,0,0,0,0,62
105,starter,historical_candidates_central,61579.0,3526.0,58053.0,1,85034.0,75450.0,1342.0,5642.0,600.0,2000.0,0.0,22007.99,303.0,947.0,571.0,3270.0,18890.0,30036.0,55455.0,0.7242,1,6,,2,139,171,0,1,0,6,7,2,5,0,64
105,starter,historical_stack,62111.0,3566.0,58545.0,1,82816.0,75450.0,1354.0,3412.0,600.0,2000.0,0.0,21809.59,303.0,947.0,571.0,3270.0,17144.0,29630.0,56904.0,0.75,1,6,,2,145,107,0,2,0,0,0,0,0,0,62
106,random,historical_candidates_central,64488.0,0.0,64488.0,1,82215.0,75450.0,1392.0,2773.0,600.0,2000.0,0.0,21292.29,306.0,948.0,538.0,2936.0,16633.0,26705.0,58126.0,0.7844,1,6,,2,143,89,0,1,0,5,5,2,3,0,61
106,random,historical_stack,62909.0,0.0,62909.0,1,82633.0,75450.0,1392.0,3191.0,600.0,2000.0,0.0,21162.66,303.0,947.0,516.0,3041.0,16016.0,28350.0,55227.0,0.7613,1,6,,2,152,98,0,1,0,0,0,0,0,0,63
106,starter,historical_candidates_central,68280.0,3467.0,64813.0,1,83879.0,75450.0,1342.0,4487.0,600.0,2000.0,0.0,22930.43,303.0,947.0,510.0,3154.0,18309.0,29089.0,60848.0,0.814,1,6,,2,139,133,0,1,0,6,6,2,4,0,62
106,starter,historical_stack,68122.0,3483.0,64639.0,1,82517.0,75450.0,1362.0,3105.0,600.0,2000.0,0.0,22758.77,303.0,947.0,510.0,3154.0,16565.0,29068.0,62368.0,0.8256,1,6,,2,146,97,0,1,0,0,0,0,0,0,63
107,random,historical_candidates_central,60809.0,0.0,60809.0,1,83040.0,75450.0,1390.0,3600.0,600.0,2000.0,0.0,20810.69,306.0,948.0,573.0,2945.0,17890.0,26604.0,55160.0,0.7323,1,6,,2,142,118,0,1,0,7,7,2,5,0,57
107,random,historical_stack,64433.0,0.0,64433.0,1,82624.0,75450.0,1367.0,3207.0,600.0,2000.0,0.0,22542.49,303.0,947.0,510.0,3452.0,19161.0,29619.0,58684.0,0.7798,1,6,,2,147,100,0,0,0,0,0,0,0,0,65
107,starter,historical_candidates_central,66471.0,3467.0,63004.0,1,85292.0,75450.0,1342.0,5900.0,600.0,2000.0,0.0,22950.02,303.0,947.0,516.0,3461.0,18466.0,30809.0,59430.0,0.7793,1,6,,2,139,166,0,1,0,7,9,2,7,0,65
107,starter,historical_stack,64625.0,3503.0,61122.0,1,82759.0,75450.0,1362.0,3347.0,600.0,2000.0,0.0,22624.5,303.0,947.0,516.0,3461.0,16714.0,30482.0,59471.0,0.7809,1,6,,2,146,101,0,1,0,0,0,0,0,0,64
108,random,historical_candidates_central,65260.0,0.0,65260.0,1,84093.0,75450.0,1342.0,4701.0,600.0,2000.0,0.0,22697.78,303.0,947.0,571.0,3614.0,19677.0,29622.0,58548.0,0.776,1,6,,2,139,143,0,1,0,6,6,2,4,0,64
108,random,historical_stack,68913.0,0.0,68913.0,1,82649.0,75450.0,1392.0,3207.0,600.0,2000.0,0.0,22716.8,303.0,947.0,510.0,3518.0,16738.0,29185.0,60903.0,0.8338,1,6,,2,152,100,0,1,0,0,0,0,0,0,66
108,starter,historical_candidates_central,57447.0,3823.0,53624.0,1,83759.0,75450.0,1405.0,4304.0,600.0,2000.0,0.0,20206.36,306.0,948.0,621.0,3060.0,16872.0,26585.0,51649.0,0.6859,1,6,,2,145,146,0,1,0,7,6,2,4,0,57
108,starter,historical_stack,57512.0,3823.0,53689.0,1,83759.0,75450.0,1405.0,4304.0,600.0,2000.0,0.0,20082.28,306.0,948.0,621.0,3060.0,15486.0,26619.0,51683.0,0.6866,1,6,,2,145,146,0,1,0,0,0,0,0,0,57
109,random,historical_candidates_central,62304.0,0.0,62304.0,1,81945.0,75450.0,1387.0,2508.0,600.0,2000.0,0.0,21249.66,306.0,948.0,573.0,3211.0,18082.0,27310.0,55555.0,0.7603,1,6,,2,142,83,0,1,0,6,6,2,4,0,55
109,random,historical_stack,66480.0,0.0,66480.0,1,82655.0,75450.0,1364.0,3241.0,600.0,2000.0,0.0,22569.38,303.0,947.0,510.0,3359.0,18653.0,29392.0,59489.0,0.8043,1,6,,2,147,101,0,1,0,0,0,0,0,0,65
109,starter,historical_candidates_central,56590.0,3507.0,53083.0,1,82595.0,75450.0,1352.0,3193.0,600.0,2000.0,0.0,20100.83,303.0,947.0,510.0,3107.0,18671.0,27202.0,49719.0,0.6852,1,6,,2,141,99,0,1,0,6,4,2,2,0,64
109,starter,historical_stack,57809.0,3507.0,54302.0,1,82517.0,75450.0,1362.0,3105.0,600.0,2000.0,0.0,20263.58,303.0,947.0,510.0,3107.0,16819.0,27214.0,50382.0,0.7006,1,6,,2,146,97,0,2,0,0,0,0,0,0,67
110,random,historical_candidates_central,65717.0,0.0,65717.0,1,85096.0,75450.0,1342.0,5704.0,600.0,2000.0,0.0,22764.97,303.0,947.0,516.0,3436.0,18365.0,30253.0,59002.0,0.7723,1,6,,2,139,166,0,1,0,7,8,2,6,0,65
110,random,historical_stack,63381.0,0.0,63381.0,1,82946.0,75450.0,1392.0,3504.0,600.0,2000.0,0.0,21374.49,306.0,948.0,503.0,3193.0,15747.0,28582.0,55039.0,0.7641,1,6,,2,143,112,0,0,0,0,0,0,0,0,62
110,starter,historical_candidates_central,65926.0,3535.0,62391.0,1,85061.0,75450.0,1342.0,5669.0,600.0,2000.0,0.0,22811.69,303.0,947.0,516.0,3472.0,18400.0,30142.0,59265.0,0.775,1,6,,2,139,166,0,1,0,7,8,2,6,0,65
110,starter,historical_stack,65340.0,3534.0,61806.0,1,82708.0,75450.0,1362.0,3296.0,600.0,2000.0,0.0,22553.52,303.0,947.0,516.0,3472.0,16643.0,29778.0,60034.0,0.79,1,6,,2,146,101,0,1,0,0,0,0,0,0,64
111,random,historical_candidates_central,64498.0,0.0,64498.0,1,85150.0,75450.0,1373.0,5727.0,600.0,2000.0,0.0,21288.95,303.0,947.0,516.0,3152.0,18344.0,27469.0,54425.0,0.7575,1,6,,2,141,162,0,1,0,6,6,2,4,0,63
111,random,historical_stack,61375.0,0.0,61375.0,1,82351.0,75450.0,1392.0,2909.0,600.0,2000.0,0.0,21307.75,306.0,948.0,538.0,3298.0,16245.0,28647.0,55237.0,0.7453,1,6,,2,143,93,0,2,0,0,0,0,0,0,63
111,starter,historical_candidates_central,65426.0,3694.0,61732.0,1,82351.0,75450.0,1392.0,2909.0,600.0,2000.0,0.0,21904.7,306.0,948.0,538.0,3271.0,17093.0,28441.0,58228.0,0.7945,1,6,,2,143,93,0,1,0,4,4,2,2,0,63
111,starter,historical_stack,65477.0,3694.0,61783.0,1,82351.0,75450.0,1392.0,2909.0,600.0,2000.0,0.0,21817.23,306.0,948.0,538.0,3271.0,16172.0,28467.0,58254.0,0.7951,1,6,,2,143,93,0,2,0,0,0,0,0,0,63
112,random,historical_candidates_central,68581.0,0.0,68581.0,1,85086.0,75450.0,1342.0,5694.0,600.0,2000.0,0.0,23021.03,303.0,947.0,516.0,3307.0,18576.0,29470.0,61423.0,0.806,1,6,,2,139,167,0,1,0,6,8,2,6,0,65
112,random,historical_stack,68329.0,0.0,68329.0,1,82638.0,75450.0,1362.0,3226.0,600.0,2000.0,0.0,23187.71,303.0,947.0,510.0,3312.0,18320.0,29955.0,62047.0,0.8268,1,6,,2,146,101,0,1,0,0,0,0,0,0,65
112,starter,historical_candidates_central,65416.0,3591.0,61825.0,1,83738.0,75450.0,1342.0,4346.0,600.0,2000.0,0.0,23133.91,303.0,947.0,510.0,3477.0,20463.0,30215.0,59271.0,0.7812,1,6,,2,139,136,0,1,0,6,7,2,5,0,64
112,starter,historical_stack,65637.0,3596.0,62041.0,1,82638.0,75450.0,1362.0,3226.0,600.0,2000.0,0.0,22727.8,303.0,947.0,510.0,3477.0,18796.0,29177.0,60023.0,0.7943,1,6,,2,146,101,0,1,0,0,0,0,0,0,65
113,random,historical_candidates_central,54949.0,0.0,54949.0,1,83882.0,75450.0,1347.0,4485.0,600.0,2000.0,0.0,20060.43,303.0,947.0,510.0,3084.0,19741.0,27315.0,48654.0,0.6551,1,6,,2,140,133,0,1,0,6,6,2,4,0,65
113,random,historical_stack,67759.0,20.0,67739.0,1,82610.0,75450.0,1357.0,3203.0,600.0,2000.0,0.0,23007.71,303.0,947.0,516.0,3057.0,18750.0,30046.0,60656.0,0.8202,1,6,,2,145,97,0,2,0,0,0,0,0,0,63
113,starter,historical_candidates_central,64419.0,3458.0,60961.0,1,83877.0,75450.0,1342.0,4485.0,600.0,2000.0,0.0,22340.77,303.0,947.0,510.0,3126.0,18308.0,29388.0,57600.0,0.768,1,6,,2,139,133,0,1,0,6,6,2,4,0,62
113,starter,historical_stack,63478.0,3436.0,60042.0,1,82517.0,75450.0,1362.0,3105.0,600.0,2000.0,0.0,22084.67,303.0,947.0,510.0,3126.0,16564.0,29338.0,58639.0,0.7693,1,6,,2,146,97,0,1,0,0,0,0,0,0,63
114,random,historical_candidates_central,62887.0,0.0,62887.0,1,82225.0,75450.0,1402.0,2773.0,600.0,2000.0,0.0,20945.19,304.0,948.0,538.0,2955.0,16600.0,26391.0,55976.0,0.7648,1,6,,2,145,89,0,1,0,5,5,2,3,0,58
114,random,historical_stack,69926.0,0.0,69926.0,1,82688.0,75450.0,1397.0,3241.0,600.0,2000.0,0.0,23188.7,303.0,947.0,510.0,3287.0,17423.0,29886.0,61195.0,0.8457,1,6,,2,153,101,0,1,0,0,0,0,0,0,66
114,starter,historical_candidates_central,61362.0,3420.0,57942.0,1,82983.0,75450.0,1397.0,3536.0,600.0,2000.0,0.0,20358.63,306.0,948.0,503.0,2796.0,16524.0,26146.0,54441.0,0.7395,1,6,,2,144,112,0,1,0,4,5,2,3,0,60
114,starter,historical_stack,61424.0,3420.0,58004.0,1,82983.0,75450.0,1397.0,3536.0,600.0,2000.0,0.0,20283.23,306.0,948.0,503.0,2796.0,15608.0,26177.0,54472.0,0.7402,1,6,,2,144,112,0,2,0,0,0,0,0,0,60
115,random,historical_candidates_central,66421.0,0.0,66421.0,1,85100.0,75450.0,1342.0,5708.0,600.0,2000.0,0.0,22568.75,303.0,947.0,516.0,3152.0,18427.0,29542.0,59250.0,0.7805,1,6,,2,139,163,0,1,0,6,8,2,6,0,63
115,random,historical_stack,59849.0,0.0,59849.0,1,82481.0,75450.0,1360.0,3071.0,600.0,2000.0,0.0,20833.74,303.0,947.0,510.0,3076.0,16708.0,28084.0,53661.0,0.7256,1,6,,2,145,96,0,1,0,0,0,0,0,0,64
115,starter,historical_candidates_central,62630.0,3582.0,59048.0,1,85122.0,75450.0,1347.0,5725.0,600.0,2000.0,0.0,21462.64,303.0,947.0,516.0,3064.0,18540.0,28519.0,55094.0,0.7358,1,6,,2,140,162,0,1,0,6,7,2,5,0,65
115,starter,historical_stack,65156.0,3582.0,61574.0,1,82632.0,75450.0,1355.0,3227.0,600.0,2000.0,0.0,21912.5,303.0,947.0,516.0,3064.0,16640.0,28978.0,57855.0,0.7885,1,6,,2,144,98,0,1,0,0,0,0,0,0,62
116,random,historical_candidates_central,53163.0,0.0,53163.0,1,83903.0,75450.0,1334.0,4519.0,600.0,2000.0,0.0,19409.07,303.0,947.0,580.0,3158.0,18382.0,26765.0,47152.0,0.6336,1,6,,2,141,136,0,1,0,4,5,2,3,0,64
116,random,historical_stack,53827.0,0.0,53827.0,1,83712.0,75450.0,1351.0,4311.0,600.0,2000.0,0.0,19550.41,303.0,947.0,571.0,3118.0,16375.0,27452.0,48732.0,0.643,1,6,,2,148,132,0,1,0,0,0,0,0,0,65
116,starter,historical_candidates_central,59880.0,3356.0,56524.0,1,83698.0,75450.0,1337.0,4311.0,600.0,2000.0,0.0,21285.72,303.0,947.0,571.0,3156.0,18579.0,29065.0,53294.0,0.7154,1,6,,2,141,132,0,1,0,5,5,2,3,0,63
116,starter,historical_stack,63746.0,3407.0,60339.0,1,83710.0,75450.0,1349.0,4311.0,600.0,2000.0,0.0,21701.72,303.0,947.0,571.0,3156.0,16557.0,29139.0,55780.0,0.7615,1,6,,2,147,132,0,1,0,0,0,0,0,0,65
117,random,historical_candidates_central,69522.0,0.0,69522.0,1,82983.0,75450.0,1397.0,3536.0,600.0,2000.0,0.0,22798.3,306.0,948.0,563.0,3239.0,18309.0,27981.0,62641.0,0.8378,1,6,,2,144,116,0,1,0,7,7,2,5,0,61
117,random,historical_stack,66558.0,0.0,66558.0,1,82663.0,75450.0,1372.0,3241.0,600.0,2000.0,0.0,22953.68,303.0,947.0,510.0,3287.0,17423.0,30142.0,59820.0,0.8052,1,6,,2,148,101,0,1,0,0,0,0,0,0,65
117,starter,historical_candidates_central,53110.0,3789.0,49321.0,1,82917.0,75450.0,1395.0,3472.0,600.0,2000.0,0.0,18902.37,306.0,948.0,573.0,2913.0,17669.0,24372.0,48550.0,0.6405,1,6,,2,143,118,0,1,0,7,7,2,5,0,58
117,starter,historical_stack,53200.0,3789.0,49411.0,1,82917.0,75450.0,1395.0,3472.0,600.0,2000.0,0.0,18799.24,306.0,948.0,573.0,2913.0,16326.0,24421.0,48599.0,0.6416,1,6,,2,143,118,0,1,0,0,0,0,0,0,58
118,random,historical_candidates_central,61119.0,0.0,61119.0,1,82261.0,75450.0,1438.0,2773.0,600.0,2000.0,0.0,20644.05,306.0,948.0,538.0,3213.0,17120.0,26941.0,52903.0,0.743,1,6,,2,151,89,0,1,0,5,5,2,3,0,62
118,random,historical_stack,63317.0,0.0,63317.0,1,82480.0,75450.0,1359.0,3071.0,600.0,2000.0,0.0,21151.06,303.0,947.0,510.0,3000.0,16509.0,27265.0,56423.0,0.7677,1,6,,2,146,96,0,1,0,0,0,0,0,0,64
118,starter,historical_candidates_central,58929.0,3506.0,55423.0,1,85060.0,75450.0,1347.0,5663.0,600.0,2000.0,0.0,20418.69,303.0,947.0,516.0,2970.0,17905.0,27105.0,52141.0,0.6928,1,6,,2,140,162,0,1,0,5,6,2,4,0,65
118,starter,historical_stack,62936.0,3496.0,59440.0,1,82634.0,75450.0,1357.0,3227.0,600.0,2000.0,0.0,21093.26,303.0,947.0,516.0,2970.0,15962.0,27759.0,56117.0,0.7616,1,6,,2,145,98,0,1,0,0,0,0,0,0,62
119,random,historical_candidates_central,68135.0,0.0,68135.0,1,83096.0,75450.0,1390.0,3656.0,600.0,2000.0,0.0,22399.03,306.0,948.0,573.0,3361.0,17265.0,27856.0,60537.0,0.82,1,6,,2,142,122,0,1,0,6,6,2,4,0,61
119,random,historical_stack,62901.0,0.0,62901.0,1,83004.0,75450.0,1390.0,3564.0,600.0,2000.0,0.0,21164.37,306.0,948.0,573.0,3346.0,16234.0,26939.0,56157.0,0.7578,1,6,,2,142,122,0,2,0,0,0,0,0,0,61
119,starter,historical_candidates_central,62901.0,3357.0,59544.0,1,83787.0,75450.0,1342.0,4395.0,600.0,2000.0,0.0,22722.07,303.0,947.0,510.0,3413.0,20404.0,30476.0,56916.0,0.7507,1,6,,2,139,136,0,1,0,6,7,2,5,0,64
119,starter,historical_stack,61703.0,3356.0,58347.0,1,82638.0,75450.0,1362.0,3226.0,600.0,2000.0,0.0,22214.92,303.0,947.0,510.0,3413.0,18737.0,29614.0,56863.0,0.7467,1,6,,2,146,101,0,1,0,0,0,0,0,0,65
120,random,historical_candidates_central,58714.0,0.0,58714.0,1,82976.0,75450.0,1390.0,3536.0,600.0,2000.0,0.0,19923.34,306.0,948.0,563.0,2762.0,17659.0,24680.0,53207.0,0.7076,1,6,,2,142,116,0,1,0,7,6,2,4,0,60
120,random,historical_stack,64156.0,0.0,64156.0,1,82568.0,75450.0,1362.0,3156.0,600.0,2000.0,0.0,21975.07,303.0,947.0,516.0,3175.0,16631.0,28714.0,58526.0,0.777,1,6,,2,146,97,0,1,0,0,0,0,0,0,62
120,starter,historical_candidates_central,66279.0,3357.0,62922.0,1,83943.0,75450.0,1342.0,4551.0,600.0,2000.0,0.0,23391.67,303.0,947.0,510.0,3415.0,20476.0,30830.0,59645.0,0.7896,1,6,,2,139,136,0,1,0,6,7,2,5,0,64
120,starter,historical_stack,66961.0,3401.0,63560.0,1,82653.0,75450.0,1362.0,3241.0,600.0,2000.0,0.0,23152.47,303.0,947.0,510.0,3415.0,18813.0,29953.0,61259.0,0.8101,1,6,,2,146,101,0,1,0,0,0,0,0,0,65
121,random,historical_candidates_central,65284.0,0.0,65284.0,1,82983.0,75450.0,1397.0,3536.0,600.0,2000.0,0.0,22150.53,306.0,948.0,503.0,3084.0,18291.0,28226.0,58407.0,0.7867,1,6,,2,144,112,0,1,0,4,5,2,3,0,61
121,random,historical_stack,60773.0,0.0,60773.0,1,82770.0,75450.0,1392.0,3328.0,600.0,2000.0,0.0,20884.33,306.0,948.0,563.0,3197.0,16842.0,26854.0,55083.0,0.7342,1,6,,2,143,116,0,1,0,0,0,0,0,0,61
121,starter,historical_candidates_central,64748.0,3506.0,61242.0,1,83921.0,75450.0,1342.0,4529.0,600.0,2000.0,0.0,23208.84,303.0,947.0,510.0,3429.0,20522.0,31162.0,58290.0,0.7715,1,6,,2,139,136,0,1,0,6,7,2,5,0,64
121,starter,historical_stack,65018.0,3504.0,61514.0,1,82653.0,75450.0,1362.0,3241.0,600.0,2000.0,0.0,22976.06,303.0,947.0,510.0,3429.0,18858.0,30364.0,59764.0,0.7866,1,6,,2,146,101,0,1,0,0,0,0,0,0,65
122,random,historical_candidates_central,65901.0,0.0,65901.0,1,81139.0,75450.0,1397.0,1692.0,600.0,2000.0,0.0,22086.82,306.0,948.0,503.0,2869.0,17772.0,28494.0,59109.0,0.8122,1,6,,2,144,56,0,0,0,5,3,2,1,0,62
122,random,historical_stack,65356.0,0.0,65356.0,1,82537.0,75450.0,1360.0,3127.0,600.0,2000.0,0.0,22121.25,303.0,947.0,571.0,2973.0,15666.0,28854.0,59226.0,0.7918,1,6,,2,145,98,0,1,0,0,0,0,0,0,63
122,starter,historical_candidates_central,58047.0,3419.0,54628.0,1,81941.0,75450.0,1379.0,2512.0,600.0,2000.0,0.0,20526.45,306.0,948.0,503.0,2805.0,17390.0,28080.0,50943.0,0.7084,1,6,,2,144,80,0,1,0,3,4,2,2,0,57
122,starter,historical_stack,58386.0,3419.0,54967.0,1,81941.0,75450.0,1379.0,2512.0,600.0,2000.0,0.0,20507.48,306.0,948.0,503.0,2805.0,16495.0,27964.0,51545.0,0.7125,1,6,,2,144,80,0,2,0,0,0,0,0,0,57
123,random,historical_candidates_central,64424.0,0.0,64424.0,1,82715.0,75450.0,1390.0,3275.0,600.0,2000.0,0.0,21955.72,303.0,947.0,520.0,3290.0,16844.0,29298.0,56987.0,0.7789,1,6,,2,145,102,0,0,0,5,5,1,4,0,67
123,random,historical_stack,64307.0,0.0,64307.0,1,82183.0,75450.0,1392.0,2741.0,600.0,2000.0,0.0,21412.29,306.0,948.0,538.0,3100.0,15990.0,27384.0,57831.0,0.7825,1,6,,2,143,89,0,2,0,0,0,0,0,0,60
123,starter,historical_candidates_central,60155.0,3594.0,56561.0,1,82558.0,75450.0,1370.0,3138.0,600.0,2000.0,0.0,21312.08,303.0,947.0,510.0,3201.0,19884.0,28800.0,52871.0,0.7286,1,6,,2,141,99,0,1,0,7,5,2,3,0,65
123,starter,historical_stack,61681.0,3594.0,58087.0,1,82538.0,75450.0,1394.0,3094.0,600.0,2000.0,0.0,21308.18,303.0,947.0,510.0,3201.0,17944.0,28579.0,53648.0,0.7473,1,6,,2,153,97,0,1,0,0,0,0,0,0,66
124,random,historical_candidates_central,63694.0,0.0,63694.0,1,83909.0,75450.0,1342.0,4517.0,600.0,2000.0,0.0,22723.75,303.0,947.0,510.0,3387.0,20326.0,30167.0,57801.0,0.7591,1,6,,2,139,137,0,1,0,6,7,2,5,0,64
124,random,historical_stack,62794.0,0.0,62794.0,1,82112.0,75450.0,1390.0,2672.0,600.0,2000.0,0.0,20904.37,306.0,948.0,573.0,3326.0,16165.0,26573.0,56737.0,0.7647,1,6,,2,142,90,0,2,0,0,0,0,0,0,59
124,starter,historical_candidates_central,55874.0,3690.0,52184.0,1,82965.0,75450.0,1379.0,3536.0,600.0,2000.0,0.0,19685.05,306.0,948.0,503.0,2898.0,17634.0,25759.0,49441.0,0.6735,1,6,,2,144,112,0,1,0,3,4,2,2,0,58
124,starter,historical_stack,55925.0,3690.0,52235.0,1,82965.0,75450.0,1379.0,3536.0,600.0,2000.0,0.0,19595.5,306.0,948.0,503.0,2898.0,16754.0,25807.0,49112.0,0.6741,1,6,,2,144,112,0,2,0,0,0,0,0,0,58
125,random,historical_candidates_central,72260.0,0.0,72260.0,1,82196.0,75450.0,1405.0,2741.0,600.0,2000.0,0.0,23513.71,306.0,948.0,538.0,3509.0,17465.0,29653.0,63211.0,0.8791,1,6,,2,145,89,0,1,0,4,3,2,1,0,61
125,random,historical_stack,67597.0,0.0,67597.0,1,82563.0,75450.0,1357.0,3156.0,600.0,2000.0,0.0,22867.0,303.0,947.0,516.0,3054.0,18696.0,29524.0,60478.0,0.8187,1,6,,2,145,97,0,2,0,0,0,0,0,0,63
125,starter,historical_candidates_central,70513.0,4011.0,66502.0,1,85129.0,75450.0,1363.0,5716.0,600.0,2000.0,0.0,22716.86,303.0,947.0,516.0,3369.0,18654.0,29338.0,59133.0,0.8283,1,6,,2,139,167,0,1,0,6,8,2,6,0,66
125,starter,historical_stack,67373.0,3819.0,63554.0,1,82708.0,75450.0,1362.0,3296.0,600.0,2000.0,0.0,22826.14,303.0,947.0,516.0,3369.0,16903.0,29296.0,61476.0,0.8146,1,6,,2,146,101,0,1,0,0,0,0,0,0,64
